exp_id,mol_id,smiles
exp_4,mol_2023_02_05_1130242_000,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1OC([H])([H])C1([H])ON(S(=O)(=O)C([H])([H])[H])C([H])([H])[C@@]2([H])N1C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N(C([H])([H])C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1010163_000,[H]C([H])=C1/N=C(\C([H])([H])Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])ON(S(O)(O)O)C([H])([H])C([H])([H])[C@](C([H])=C([H])[H])(C([H])([H])[H])N(C([H])([H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0902460_000,[H]C([H])=C([H])C([H])([H])C(=C([H])[H])N(C(=C([H])[H])[C@@]1([H])N([C@@]2(C([H])([H])NS(=O)(=O)C([H])([H])[H])OC2([H])C2([H])Oc3c([H])c([H])c(Cl)c([H])c3S2)C1([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1127152_000,[H]C([H])=C(N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N2C([H])(N(Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C([H])([H])[H])ON(S(=O)(=O)C([H])([H])[H])C([H])([H])[C@]2([H])[C@@]1([H])C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1233212_000,[H]C([H])=C([H])C([H])([H])C([H])([H])/N=C(/ON(C([H])([H])C([H])([H])C([H])([H])C(=C([H])[H])C([N-2])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H])C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
exp_4,mol_2023_02_05_0926020_000,[H]C([H])=C(N(C([H])([H])[H])C([H])(C(=C([H])[H])C([H])([H])C([H])([H])C([H])=C([H])[H])C([H])([H])Br)C([H])([H])C([H])([H])/N=C(/O[C@]1(O)N[S@]1(O)Cl)N(Oc1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1124163_000,[H]O[S@@](O)(N1OC([H])(N([H])C([H])([H])Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])N([C@@]([H])(C([H])([H])C([H])=C([H])[H])C([H])([H])[C@]2(C([H])([H])[H])NC2([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1124573_000,[H]OC([H])(/C([H])=C(/[H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])N(C([H])([H])C([H])([H])NS(=O)(=O)C([H])([H])[H])[C@]1([H])C2([H])C(=C([H])[H])[C@]([H])(C([H])([H])[H])C(=C([H])[H])N(C([H])([H])[H])[C@@]21C([H])([H])[H]
exp_4,mol_2023_02_05_1142291_000,[H]C([H])=C1NC(=C([H])[H])C([H])(C([H])([H])[C@]([H])(N([N-2])S(=O)(=O)C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])N2C(=O)N2C([H])([H])OC2=C([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])=C2[H])C(=C([H])[H])C1([H])[H]
exp_4,mol_2023_02_05_1003320_000,[H]C([H])=C1C([H])=C([H])[C@]2(NO2)C(SC([H])([H])C(=O)N2NC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])[C@]3([H])C([H])([H])[C@]23C([H])([H])NS(=O)(=O)C([H])([H])[H])=C1[H]
exp_4,mol_2023_02_05_1027352_000,[H]OC([H])(N[C@@](C([H])([H])[H])(C([H])([H])NS(=O)(=O)C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]([N-2])(/C([H])=C(/[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(=N)Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
exp_4,mol_2023_02_05_1016150_000,[H]NC([H])(Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C(=O)N1C([H])([H])C1([H])C([H])([H])N(C(=C([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=C([H])[H])N([H])S(O)(O)O)C([H])([H])[H]
exp_4,mol_2023_02_05_0919172_000,[H]C([H])=C(N(C([H])([H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])C1([H])N2C([H])(C([H])([H])Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])ON(S(=O)(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C21[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1134443_000,[H]C([H])=C(N(C(=C([H])[H])C([H])([H])[H])C(=C([H])[H])C([H])([H])N1C([H])(C(OC2=C([H])C([H])=C(C([H])([H])[H])C([H])([H])N2C([H])([H])[H])=C([H])[H])O[C@]([N-2])(S(O)(O)O)C1([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0918420_000,[H]C([H])=C([H])C([H])([H])NC([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])[C@]([H])(C([H])([H])NS(O)(O)O)C([H])([N-2])C([H])([H])[H]
exp_4,mol_2023_02_05_0914253_000,[H]OC([H])(NC([H])([H])C([H])([H])[C@@]([H])(N(C(=C([H])[H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])/C([H])=N\S(=O)(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
exp_4,mol_2023_02_05_1129581_000,[H]C([H])=C([H])C(=C([H])[H])N1C(=S)C2([H])[C@@]3([H])N(S(=O)(=O)C([H])([H])[H])O/C(=C(/[H])C(=O)C4=C([H])C([H])=C(C([H])([H])[H])C([H])([H])N4C([H])([H])[H])[N@@+]23C([H])([H])C1(C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0855052_000,[H]C([H])=C(N1C([H])([H])C([H])([H])C([H])([H])[C@]([H])(NOS(O)(O)C([H])([H])[H])N(C(=O)C([H])([H])N(O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])[C@@]2([H])C([H])([H])[C@@]12[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1135570_000,[H]C([H])=C([H])[C@@]12N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N3C([H])(C4=NOc5c([H])c(C([H])([H])[H])c([H])c([H])c5O4)N(O)C(=O)S(=O)(=O)NC([H])([H])C3([H])C1([H])[H])C2(C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_04_1906361_000,[H]C([H])=C1C(=C([H])[H])N(C([H])([H])[H])C(=C([H])[H])C([H])([C@@]2([H])NC([H])(N(O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C3([H])ON(S(=O)(=O)C([H])([H])[H])C([H])([H])C([H])([H])N32)C1=C([H])[H]
exp_4,mol_2023_02_05_0956002_000,[H]C([H])=C(Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])[C@]1(O)NN1C(=O)[C@@]1(C([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]2(C([H])([H])[H])C([H])([H])C(NS(O)(O)O)=C([H])C2([H])C1([H])[H]
exp_4,mol_2023_02_05_1114300_000,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1OC([H])([H])/C1=N\C(=O)C2([H])C([H])([H])C([H])([H])N(C(=S)N(S(=O)(=O)C([H])([H])[H])O1)[C@@]([H])(C([H])([H])[H])N1C(C([H])([H])[H])(C([H])([H])[H])[C@]12[H]
exp_4,mol_2023_02_05_1011482_000,[H]C([H])=C1N(C([H])([H])C([H])([H])[H])C([H])([H])C(=C([H])[H])[C@]1(N(C(=O)C([H])([H])OC1=C([H])C(C([H])([H])[H])=C(C([H])([H])[H])C([H])([H])N1C([H])([H])[H])C([H])([H])C([H])([H])NS(O)(O)OC([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0924113_000,[H]C([H])=C([H])[C@]12N(C(=O)C(C([H])([H])[H])(C([H])([H])[H])N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H])/C(=C(\[H])NOc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])O[C@]2([N-2])S(=O)(=O)C([H])([H])[H]
exp_4,mol_2023_02_05_1133570_000,[H]OC([H])(NC([H])([H])C(N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])NS(O)(O)O)(C([H])([H])[H])C([H])([H])[H])N(Oc1c([H])c([H])c(C([H])=C([H])[H])c([H])c1[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1035021_000,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1OC([H])([H])C(=O)N1C([H])([H])[C@]([H])(C([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])[C@]1([H])ON1S(=O)(=O)C([H])([H])[H]
exp_4,mol_2023_02_04_1906350_000,[H]C([H])=C1NC(=C([H])[H])[C@]([H])(C([H])([H])[H])[C@]2([H])N(C(=O)C([H])([H])Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])[N@@+]([H])(C([H])([H])[N-]S(=O)(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C2([H])[H]
exp_4,mol_2023_02_05_0953290_000,[H]OC([H])(N(C(=C([H])[H])C([H])([H])N([H])C([H])=C([H])[H])C([H])([H])[C@@]([H])(NS(O)(O)O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC1=C([H])C([H])([H])C(=C=O)C([H])=C1[H]
exp_4,mol_2023_02_05_0937250_000,[H]C(=O)[S@](O)(NN1O/C(C([H])([H])Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])=N/C(=C([H])[H])C([H])(C([H])=C([H])[H])N2C(=C([H])[H])[C@]2([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1206232_000,[H]Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[S@@+]1C([H])([H])C(ON(C([H])([H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H])=NC([H])(C2=C([H])C([H])([H])C([H])([H])[C@@]3([H])N2C3(C([H])([H])[H])C([H])([H])[H])C1([H])[H]
exp_4,mol_2023_02_05_0916082_000,[H]ON1C([H])(C(O[C@]2([H])C([H])=C([H])C(=C([H])[H])C([H])([H])C2([H])[H])=C([H])[H])N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])([C@@]([H])(N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]1(N([H])[H])S(=O)(=O)C([H])([H])[H]
exp_4,mol_2023_02_05_0954090_000,[H]C([H])=C(N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@](Cl)(C([H])([H])[H])C([H])([H])[C@@]1([H])N2/C(=C(\[H])Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])ON(S(=O)(=O)C([H])([H])[H])[C@@]21C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1017573_000,[H]C([H])=NN(C(=O)C(=O)OC1=C([H])C([H])=C(C([H])([H])[H])C([H])([H])N1C([H])([H])[H])[C@]([H])(C([H])([H])NS(=O)(=O)C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@]1([H])N(C(=C([H])[H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0928171_000,[H]C([H])=C(N1C(C([H])([H])[H])(C([H])([H])[H])C(=O)N2C([H])(C([H])([H])Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])O[C@@]3(S(=O)(=O)C([H])([H])[H])N[C@]3([H])[C@]2(C([H])([H])[H])C1([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1117510_000,[H]C1=NN(C(=O)C([H])([H])Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])[C@@]([H])(C([H])([H])[N-]S(=O)(=O)C([H])([H])[H])[C@@]([H])(C([H])=C([H])[H])[N@@+]([H])(C(=C([H])[H])C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1129161_000,[H]OC([H])(Sc1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])[C@]1([H])ON(S(=O)(=O)C([H])([H])[H])C(=O)C2([H])N1[C@@]([H])(C([H])([H])[H])C(=C([H])[H])N(C(=C([H])[H])C([H])([H])[H])[C@]2([H])C([H])=C([H])[H]
exp_4,mol_2023_02_05_0856110_000,[H]C([H])=C([H])C(=C([H])[H])N(C([H])=C([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c(Cl)c(C([H])([H])[H])c1[H])C(=C([H])[H])C([H])([H])N1C(=O)[S@]1(O)Cl
exp_4,mol_2023_02_05_1217272_000,[H]C#CC([H])([H])C([H])(C1([H])NC(=O)C([H])(OC2=NC([H])=C([H])C(=C([H])[H])C([H])=C2[H])S1)[C@@]([H])(C([H])([H])C([N-2])=C([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N1O[S+]1([O-])([O-])[O-]
exp_4,mol_2023_02_05_1215232_000,[H]C([H])=C1N(C([H])([H])[H])C([H])([H])C([H])(C(=O)[N-]C([H])(O[N@@+]([H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])C([H])([H])Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])[C@]2([H])C(=C([H])[H])[C@]12[H]
exp_4,mol_2023_02_05_1111531_000,[H]C([H])=C([H])C1([H])N(C([H])([H])[H])C([H])(C([H])([H])C(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])O/C(S(=O)(=O)C([H])([H])[H])=N\C([H])=C(/[H])C1([H])C([H])([H])C([N-2])(C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1115221_000,[H]C([H])=C1N2C([H])([H])C2([H])C([H])([H])[C@]2(C([H])([H])[H])N(C([H])(C([H])([H])Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])O[C@]2([N-2])S(=O)(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])/C([H])=C(\[H])C1([H])[H]
exp_4,mol_2023_02_05_1149052_000,[H]C([H])=C(N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])/N=C(\C([H])([H])OC2=C([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])=C2[H])ON(S(=O)(=O)C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0957423_000,[H]C([H])=C1C(C([H])([H])[H])=C(C([H])([H])[H])C(C([H])([H])C2([H])N(C(=O)C([H])([H])OC3=C([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])=C3[H])N2C([H])([H])C(=O)NS(O)(O)O)=C([H])N1[H]
exp_4,mol_2023_02_05_1121530_000,[H]C([H])=C(N1C(C([H])([H])[H])(C([H])([H])[H])C(=O)N(C([H])(ON([H])S(=O)(=O)C([H])([H])[H])C(=N)Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])[C@]12C([H])([H])C2([H])C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0903573_000,[H]O/C(=C(/[H])C1([H])N([C@]([H])(C(=C([H])[H])[N@@+]2([H])[N-]C2([H])[H])C([H])([H])[H])C([H])([H])C(=C([H])[H])N(S(=O)(=O)C([H])([H])[H])OC1([H])[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
exp_4,mol_2023_02_05_0906011_000,[H]C([H])=C(N(C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N(NC(=O)C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C1([H])O[C@]1(NS(O)(O)O)C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0858100_000,[H]C([H])=C1C(=C([H])[H])N2C([H])(C([H])([H])OC([H])([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])ON(S(=O)(=O)C([H])([H])[H])C([H])([H])[C@]2([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N1C(=C([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1230352_000,[H]O[S@](O)(NC([H])([H])[C@](N(C(=O)C([H])([H])/C1=N/C([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])/C([H])=C(\[H])O1)C([H])([H])[H])(C([H])([H])[H])[C@]([H])(N(C(=C([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1140193_000,[H]C#CN1/C(=C(\[H])Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C(=O)O[S@@](O)(C([H])([H])[H])NC(=C([H])[H])[C@]1([H])C(N(C(=C([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1144303_000,[H]C([H])=C(N(C([H])([H])/C(=[N+](\[H])C([H])(N([H])C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])[C@]1(O)O[S@@]([O-])(C([H])([H])[H])N1[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_0917543_000,[H]C([H])=C1C(=C([H])[H])C2([H])C([H])(C(=C([H])[H])N1C([H])([H])[H])C([H])([H])[N@@+]([H])(C(=O)C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])[C@]2([H])C([H])([H])N([N-2])S(=O)(=O)C([H])([H])[H]
exp_4,mol_2023_02_05_1002211_000,[H]OC([H])(Sc1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])C1([H])O[N@@+]1(C([H])([H])[N-]S(=O)(=O)C([H])([H])[H])[N@+]1(C([H])([H])C([H])([H])[N-]C(=C([H])[H])C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]21[H]
exp_4,mol_2023_02_05_0901101_000,[H]C([H])=C1C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([C@@]([H])(O)C([H])([H])Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])[C@]1(C(=O)NS(O)(O)O)C([H])([H])[H]
exp_4,mol_2023_02_05_0930430_000,[H]C([H])=C(Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C1=N[C@]([H])(C([H])([H])C([H])([H])C([H])([H])[N-]C(=C([H])[H])C([H])([H])[H])C([H])([H])[N@@+]([H])(S(=O)(=O)C([H])([H])[H])O1
exp_4,mol_2023_02_05_1035243_000,[H]OC([H])(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C([H])([H])C1([H])OC(S(O)(O)O)=NC([H])([H])[C@@]2([H])N1C([H])([H])C(=C([H])[H])N1C(=C([H])[H])C([H])=C([H])C12[H]
exp_4,mol_2023_02_05_1110301_000,[H]C([H])=C([H])/C([H])=C(/[H])OC([H])(OC([H])([H])[C@]1([H])NC([H])([H])[C@]2(C([H])([H])[H])N(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N[S@](O)(C([H])([H])[H])C(=O)O1)C([H])=C([H])[H]
exp_4,mol_2023_02_05_0938421_000,[H]C([H])=C(N1C(=C([H])[H])C([H])([H])[C@]2(C([H])([H])[H])N(C(=C([H])[H])C1([H])[H])C([H])(C([H])([H])NOc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])O[C@]([N-2])(S(=O)(=O)C([H])([H])[H])C2([H])[H])C([H])([H])[H]
exp_4,mol_2023_02_05_1106192_000,[H]C([H])=C1C(=C([H])[H])[C@]2([H])C([H])(C([H])([H])N3C([H])(C([H])([H])Oc4c([H])c([H])c(C([H])([H])[H])c([H])c4Cl)O[C@]([N-2])(S(O)(O)O)[C@]32C([H])([H])[H])C([H])(C([H])([H])[H])N1C([H])([H])[H]
exp_4,mol_2023_02_05_1039010_000,[H]C([H])=C1N2C([H])([H])C2([H])[C@@]([H])(N(C([H])([H])[H])C([H])(ONS(O)(O)O)C([H])([H])C([H])([H])Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C(=C([H])[H])C1([H])[H]
exp_2,mol_2023_02_05_0232370_000,[H]C([H])=NC(=S)/N=C(\[H])NC1=C(OC([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])OC2([H])[H])C1=O
exp_2,mol_2023_02_05_0500162_000,[H]OC([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])(/N=N/N([H])C(=O)OC([H])([H])C([H])([H])[H])C1([H])OC([H])([H])C(=O)OC1([H])[H]
exp_2,mol_2023_02_05_0220350_000,[H]C1=C([H])C([H])([H])/C(=N\C(=O)/C([H])=C(\OC([H])([H])C([H])([H])[H])C([H])(OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])S1
exp_2,mol_2023_02_05_0248061_000,[H]/C1=N/C(NC2([H])OC([H])(C([H])([H])[H])N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3NC2([H])[H])=C(/[H])C([H])([H])/N=C(/[H])O1
exp_2,mol_2023_02_05_0151031_000,[H]C1=C([H])C([H])([H])C2(C1([H])[H])C([H])([H])[C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])(Cl)C([H])([H])NC(=O)C1([H])SC([H])([H])OC1=O
exp_2,mol_2023_02_05_0251200_000,[H]C1([H])N[C@@]([H])(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C([H])([H])C2=C(C(=O)O)N2)NC2([H])C([H])([H])N(C([H])([H])[H])[C@@]2([H])OC1=O
exp_2,mol_2023_02_05_0355331_000,[H]C([H])=NC1([H])SC([H])(C([H])([H])NC2([H])C(=O)N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]
exp_2,mol_2023_02_05_0129580_000,[H]N/C(=C(/C([H])([H])OC([H])([H])[H])[C@@]1([H])OC1([H])[H])C([H])(C(=O)N([H])NOC([H])([H])Oc1c(Br)oc([H])c1[H])C([H])([H])[H]
exp_2,mol_2023_02_05_0221391_000,[H]C([H])=C([H])C(=O)/N=C(\[H])NN1[C@]([H])(C2([H])C([H])=C([H])C([H])=C(F)N2[H])C([H])([H])[C@]2([H])C([H])([H])O[C@]12[H]
exp_2,mol_2023_02_05_0250523_000,[H]C(=O)[C@@]([H])(C([H])([H])C([H])([H])[H])[C@@]([H])(NC([H])([H])c1nc([H])c(Cl)c([H])c1[H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H]
exp_2,mol_2023_02_05_0130533_000,[H]N/C([H])=C(/[H])NC([H])([H])OC([H])([H])/C(=C(\[H])NC([H])([H])[H])N1C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H]
exp_2,mol_2023_02_05_0356533_000,[H]C(=C=O)C([H])([H])C([H])([H])C([H])([H])OC1=NNN([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1([H])C(=O)C([H])([H])[H]
exp_2,mol_2023_02_05_0320471_000,[H]OC([H])([H])N(O)C(=O)C1([H])N(C([H])([H])N([H])C2=NC([H])(SC([H])([H])[H])NO2)C([H])([H])[C@@]2([H])[C@]([H])(C([H])([H])[H])[C@@]12[H]
exp_2,mol_2023_02_05_0214023_000,[H]C([H])=C([H])C1([H])OC1([H])c1c([H])c2c(c(C([H])([H])[H])c1[H])N([H])[C@@]1([H])C(=C([H])C([H])([H])N([H])C(=O)C1([H])[H])N2
exp_2,mol_2023_02_05_0147322_000,[H]OC([H])([H])C([H])([H])[C@@]([H])(NNC([H])(OC(=S)C([H])([H])/C([H])=C(/[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
exp_2,mol_2023_02_05_0246003_000,[H]OC([H])([H])C([H])([H])C([H])([H])[C@]([H])(O[C@@]1([H])C([H])(NC([H])([H])NC2=C(C([H])([H])[H])C([H])([H])OO2)[C@]1([H])C(F)(F)F)N([H])[H]
exp_2,mol_2023_02_05_0158033_000,[H]C1=C(C([H])([H])[H])SC([H])(O[C@@]2([H])C(=O)N3C([H])(N=C(NC([H])([H])[H])[C@]3([H])C([H])([H])[H])C([H])(C(F)(F)F)C2=O)C1([H])[H]
exp_2,mol_2023_02_05_0207473_000,[H]C1=C(C2([H])N([H])/C(=N/OC([H])([H])OC(=O)C([H])([H])[H])C([H])=C(N([H])C([H])([H])[H])C2([H])[H])C([H])([H])C([H])([H])OO1
exp_2,mol_2023_02_05_0133170_000,[H]C1=NC([H])([H])C([H])=C1OC([H])([H])NC([H])(C(=O)NNC([H])([H])[H])N1N(C([H])([H])C([H])([H])N([H])C([H])([H])[H])C1([H])[H]
exp_2,mol_2023_02_05_0354101_000,[H]C1=C([H])SC([H])(NC(=N)C([H])(C([H])([H])N2[C@@]3([H])C([H])([H])NC([H])([H])C([H])([H])[C@@]23[H])C([H])(C([H])([H])[H])C([H])([H])[H])S1
exp_2,mol_2023_02_05_0135031_000,[H]c1ooc2oc(C([H])(NC(=O)C([H])([H])OC([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@]3([H])OC3([H])[H])n[nH]c=2c1[H]
exp_2,mol_2023_02_04_1911123_000,[H]C(=O)C([H])(OC([H])([H])[H])N(C(/N=C([H])\N=C(\[H])C([H])([H])[H])=[N+]([H])[H])C([H])([H])[C@@]1([H])N(C([H])([H])[C@@]2([H])OC2([H])[H])C1([H])[H]
exp_2,mol_2023_02_05_0233170_000,[H][N+]1=C2N=C(NC([H])([H])C([H])([H])C(=S)C([H])([H])C([H])([H])[H])C3([H])N2[C@]([H])([N-]C([H])([H])NC3([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]
exp_2,mol_2023_02_05_0425012_000,[H]C1=NC([H])=C([H])N2C1([H])NN([H])/C(=C(\[H])Oc1c([H])c([H])c([H])c([H])c1[H])O/C(C([H])([H])[H])=N\C([H])=C(/[H])C2([H])[H]
exp_2,mol_2023_02_05_0345463_000,[H]C1=C([H])C([H])([H])N=C(C([H])([H])C([H])(NC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])N1
exp_2,mol_2023_02_05_0304043_000,[H]C1=C=C2C(=O)C([H])([H])N([H])C([H])([H])C2([H])NNC([H])(N([H])C2=NC([H])([H])C(Cl)=C2[H])N([H])N(C(=O)C([H])([H])[H])C1([H])[H]
exp_2,mol_2023_02_05_0359272_000,[H]N=C([H])C([H])(C([H])([H])N1O[C@@]1(NONc1oc([H])c([H])c1[H])C([H])(N[H])C(=O)O)[C@@]1([H])C([H])([H])[C@]1([H])O[H]
